	Job Title	Company Name	Rating	Experience	Location	Minimum Requirements	Tech Stack
119	Engineer - Machine Learning	SVKM's Narsee Monjee Institute of Management Studies - NMIMS	4.5	6-10 Yrs	Mumbai	To succeed in this role, you should possess outstanding skills in statistical analysis,...	Computer science,software architecture,Statistical analysis,data science,Data modeling,Analytical,Machine learning,Data structures
120	Engineering Services Engineer - Machine Learning	Siemens	4.2	2-6 Yrs	Chennai	Preferred educational background is Bachelors or Masters in Computer / Electrical/Mecha...	PLM,Engineering services,Simulation,Machine learning,Algorithm development,HTML,Simulink,MATLAB
121	Machine Learning/MLOps Engineer - Battery Energy Storage Systems	Siemens	4.2	2-3 Yrs	Gurugram	. Gain in-depth experience in an exciting industry as you work withstorage sizing, ener...	Data analysis,Analytical,Machine learning,thermal,Signal processing,Sensors,Monitoring,Analytics
122	Engineering Services Engineer - Machine Learning	Siemens	4.2	2-6 Yrs	Chennai	Experience in design and implementation of machine learning models for real-world syste...	PLM,Engineering services,Computer vision,Simulation,Machine learning,HTML,Simulink,MATLAB
123	Applied Engineer, Machine Learning	Bayer	4.3	6-8 Yrs	Hyderabad/Secunderabad	prior experience with algorithms for single cell RNA seq data aggregation and analysis ...	deep learning,Proteomics,Machine learning,Healthcare,Molecular biology,Open source,Advertising,Python
124	Trainee Engineer - Machine Learning	Jumbo Labs Solutions	None	0-2 Yrs	Chandigarh, Panchkula	Minimum Requirements: . This work will involve resources having experience in AI, Data ...	NoSQL,Web services,Web technologies,data science,Django,Machine learning,Manager Technology,Spring
125	Principal Machine Learning Ops Engineer	Onetrust	3.0	5-10 Yrs	Bengaluru	Experience building end-to-end systems as a Platform Engineer, ML DevOps Engineer, or o...	Computer science,Career development,Cloud computing,Automation,data security,Machine learning,Healthcare,Open source
126	Machine Learning Validation Engineer	Advanced Micro Devices, Inc	3.9	10-13 Yrs	Hyderabad/Secunderabad	         The Person is going to be part of Machine Learning Software Engineering QA (ML...	Graphics,Cloud computing,Automation,Linux,Debugging,Firmware,Test cases,Gaming
127	Machine Learning Validation Engineer	Advanced Micro Devices, Inc	3.9	3-5 Yrs	Hyderabad/Secunderabad	       THE ROLE:            You will contribute to the core team that validate the test...	Graphics,C++,Automation,Linux,SOC,Data structures,Test cases,Python
128	Machine Learning Platform Engineer	Thoughtsphere	None	4-9 Yrs	Kol, Mumbai, Delhi, Bengaluru, Chennai	Knowledge and Experience: . Significant experience with Python at a SaaS company, or ab...	MySQL,Machine learning,HIPAA,Javascript,Packaging,Healthcare,Data quality,Analytics
129	Systems Engineer For CVML (Computer Vision and Machine Learning)	Ittiam Systems	3.5	2-4 Yrs	Bengaluru	Educational Qualification: Masters or Bachelors Degree in Computer Science / Electronic...	C++,Linux,Configuration management,Web development,Javascript,Open source,Monitoring,Android
130	Cloud Engineer For CVML (Computer Vision and Machine Learning)	Ittiam Systems	3.5	2-4 Yrs	Bengaluru	Educational Qualification: . Masters or Bachelors Degree in Computer Science / Electron...	Computer vision,RDBMS,Configuration management,Machine learning,Javascript,Data processing,Application development,Open source
131	Machine Learning Operation Engineer	Satsure Analytics India	3.7	3-8 Yrs	Bengaluru	                                           Build and integrate end-to-end life cycles o...	SAN,Analytical,Data processing,Data quality,Analytics,CRM,SQL,Machine
132	Machine Learning Operations Engineer	Satsure Analytics India	3.7	3-8 Yrs	Bengaluru	Excellent analytical and problem-solving skills. Ability to work in a fast paced, team-...	SAN,Analytical,Data processing,Data quality,Analytics,CRM,SQL,Machine
133	Data Scientist / Senior Machine learning Engineer or Architect	SAP	4.3	10-12 Yrs	Bengaluru	Conceive innovative new solutions at the intersection of multiple fields: Machine Learn...	Machine learning,NLP,Power BI,data science,Database design,design patterns,Snowflake,JSON
134	ML OPS Engineer ( AWS Certified Machine Learning )	Startupxy Llp	None	5-8 Yrs	Gurgaon/ Gurugram, Haryana, Bengaluru	MUST HAVE : CERTIFICATION: AWS Certified Machine Learning certification The ideal candi...	mlops,AWS Certified Machine Learning,Python,AWS OR AZURE ML OR MLOPS CERTIFICATION,NoSQL,Prometheus,SQL,Azure Devops
135	Machine Learning (ML) Engineer	Capleo Global	None	4-6 Yrs	Bengaluru	+ years of relevant experience primarily in converting data science prototypes and depl...	Computer science,Statistical analysis,data science,Linux,Machine learning,Deployment,Data quality,Monitoring
136	Machine Learning (ML) Engineer	Sutherland Global Services Inc	3.8	1-6 Yrs	Chennai	Experience working with data retrieval and manipulation tools for various data sources ...	Training,data science,Django,MySQL,Machine learning,Cloud,MongoDB,SQL
137	Machine Learning Ops Engineer	Enable Data Incorporated	1.0	10-12 Yrs	Hyderabad/Secunderabad	Experience using automation to re-train and deploy a range of ML models Strong experien...	Engineering services,Analytical skills,Training,Cloud computing,Automation,data science,Machine learning,Deployment
138	Machine Learning Ops engineer	Hyrezy Talent Solutions	5.0	8-15 Yrs	New Delhi	Essentials . A Post Graduate or Graduate certificate with a specialization in computer ...	Training,Solution design,GIT,GCP,Machine learning,jenkins,SAGE,Management
139	Machine Learning Compiler Engineer	Ceremorphic Inc	2.4	3-6 Yrs	Hyderabad/Secunderabad	Experience working with high level machine learning frameworks (Tensorflow, PyTorch, MX...	Framework design,Performance tuning,deep learning,Software design,Neural networks,Debugging,Machine learning,Test design
140	Full Stack Engineer - Machine Learning	Berryworks	3.7	1-6 Yrs	Kochi/Cochin	   What will keep you engaged:     Using your 1+ years of hands-on experience and under...	Computer science,Web application development,NoSQL,Senior management,Agile development,Machine learning,Data structures,Natural language processing
141	Senior Machine Learning Engineer / Senior Data Scientist	Acubetech Solutions	3.8	4-9 Yrs	Hybrid - Chennai, Tamil Nadu, Bengaluru, Trivandrum/ Thiruvananthapuram, Kerala	Python: Proficiency in Python is essential, with the ability to write clean, efficient,...	Data Science,Machine Learning,Python,Science,Senior,Machine,Data
142	Lead Machine Learning Engineer/ Data Scientist	whiz.ai	4.7	5-9 Yrs	Pune	Preferred Qualifications Preference will be given to the hands-on Deep Learning and NLP...	Data Science,Nlp,Logistic Regression,Data Scientist,Big Data,Machine Learning,Deep Learning,Scikit - Learn
143	Machine Learning Engineer	Apto Solutions	None	2-4 Yrs	Mumbai, Maharashtra, Nasik/ Nashik, Maharashtra, Pune, Maharashtra	Solution Development: Utilize your in-depth knowledge of sickie-learn and other machine...	Machine Learning,pandas,DevOps,PyTorch,NLP,Model Deployment,numpy,LLM
144	Data Scientist (Machine Learning, Artificial Intelligence)	Connect Infosoft Technologies Pvt.Ltd.	4.8	4-7 Yrs	Faridabad	Proficiency in version control / code repository tools like Bitbucket, GitHub etcUG: BC...	Data analysis,Version control,Image processing,Analytical,Artificial Intelligence,Machine learning,Simulink,Data mining
145	Immediate - Data Scientist - Machine Learning/ Deep Learning - Noida	EXL	3.8	1-3 Yrs	Noida, Uttar Pradesh, Bengaluru, Karnataka, Delhi / NCR	Experience in machine Learning or NLP, Deep Learning, Gen AI, Spark NLP	Pytorch,Natural Language Processing,Machine Learning,Deep Learning,Artificial Intelligence,DNN Architecture,Intelligence,Data
146	Ezeiatech Systems - Data Scientist - Python/Machine Learning	EzeiaTech	4.4	2-4 Yrs	Gurugram	- Bachelors in Computer Science or related fields from the top colleges . - At Least 5 ...	Python,Data Science,NLP,Data Scientist,Artificial Intelligence,Machine Learning,Data,Intelligence
147	Data Scientist / Advanced Analytics - Machine Learning	E2E Infoware	3.6	1-5 Yrs	Chennai, Bengaluru	Data Scientist / Advanced Analytics - Machine Learning, Python, Predictive Analysis, St...	advanced analytics,deep learning,Artificial Intelligence,R Programming,Machine learning,Python,Program,Data analytics
148	Senior Data Scientist (AI / Machine Learning)	Icon Plc	4.2	6-10 Yrs	Chennai	Experience with a wide range of data storage technologies and architectures, including ...	Process automation,Neural networks,Analytical,Process improvement,Artificial Intelligence,Machine learning,Clinical research,Healthcare
149	Data Scientist (Machine Learning / AI)	Som Imaging Informatics Pvt. Ltd.	4.5	5-8 Yrs	Kolkata	 Fundamentals of data science and programming.   Neural networks and deep learning.    ...	deep learning,Team management,data science,Neural networks,Machine learning,Programming,Python,Artificial Intelligence
150	Data Scientist/ Data Engineer	Botree Software 	3.8	1-3 Yrs	Chennai, Tamil Nadu, Bengaluru, Karnataka	Highly Proficient in Python and SQL Server. Any AI/ ML certification is a good-to-have,...	data science,Data Engineering,AI,Machine Learning,Deep Learning,Python,SQL,Data
151	Data Scientist	Siemens	4.2	4-9 Yrs	Bengaluru	Recently acquired Masters or PhD in Computer Science, Electrical Engineering, Optimizat...	C++,Dicom,Medical imaging,Artificial Intelligence,Machine learning,Healthcare,Management,Python
152	Urgently Looking For Immediate joiners -Data Scientist GEN AI/BERT/NLP	Hexaware Technologies	3.7	5-10 Yrs	Hybrid - Navi Mumbai, Pune, Bengaluru	Experience in version controlling like Github, Bit Bucket, GitLab and must have worked ...	GPT,GENAI,NLP,Data Scientist,BERT,Tensorflow,Cnn,Natural Language Processing
153	Data Scientist (ML & AI)	Siemens	4.2	2-7 Yrs	Bengaluru	The job requiresat least 6 years of industry experience Experience with generative mode...	Data analysis,Statistical analysis,Neural networks,data manipulation,Machine learning,Algorithm development,Programming,Research
154	Machine Learning Lead / Data Scientist Lead	Coronis Ajuba Solutions	3.4	8-13 Yrs	Remote	Formerly Known as MiraMed Ajuba)- A Product Based Company . We are looking to hire Mach...	data mining,data scientist,machine learning,Data Science,tensorflow,Data Management,Hadoop,pytorch
155	Data Scientist: Artificial Intelligence	IBM	4.1	5-7 Yrs	Bengaluru	As a Data Scientist at IBM, you will help transform our clients data into tangible busi...	Enterprise applications,Open source,Python,data models,algorithms,Artificial Intelligence,statistical models,Data analytics
156	Data Scientist: Artificial Intelligence	IBM	4.1	5-7 Yrs	Bengaluru	As a Data Scientist at IBM, you will help transform our clients data into tangible busi...	Enterprise applications,Open source,Python,Artificial Intelligence,Data analytics,data exploration,cloud technologies,Data
157	Data Scientist: Artificial Intelligence	IBM	4.1	5-7 Yrs	Bengaluru	As a Data Scientist at IBM, you will help transform our clients data into tangible busi...	Enterprise applications,Open source,Python,Artificial Intelligence,Data analytics,Tableu,data exploration tools,Data
158	Data Scientist: Artificial Intelligence	IBM	4.1	5-7 Yrs	Bengaluru	In this role, you ll work in our IBM Client Innovation Center (CIC), where we deliver d...	python,artificial intelligence,algorithms,open source,data analytics,product development,enterprise applications,data maintenance
159	Data Scientist: Artificial Intelligence	IBM	4.1	5-7 Yrs	Bengaluru	In this role, you ll work in our IBM Client Innovation Center (CIC), where we deliver d...	Python,algorithms,open source,data analytics,product development,enterprise applications,data maintenance,artificial intelligence
160	Data Scientist: Artificial Intelligence	IBM	4.1	5-7 Yrs	Bengaluru	Introduction   In this role, you ll work in our IBM Client Innovation Center (CIC), whe...	Data Science,Artificial Intelligence,Cloud,Packaging,Data analytics,algorithms,python,product development
161	Data Scientist: Artificial Intelligence	IBM	4.1	5-7 Yrs	Bengaluru	In this role, you ll work in our IBM Client Innovation Center (CIC), where we deliver d...	data science,cloud technologies,Python,Artificial Intelligence,AI,Tableu,conversation analytics,Data
162	Data Scientist: Artificial Intelligence	IBM	4.1	5-7 Yrs	Bengaluru	In this role, you ll work in our IBM Client Innovation Center (CIC), where we deliver d...	Data Analysis,data exploration,Open source,Python,algorithms,Artificial Intelligence,Tableu,Data
163	Data Scientist: Artificial Intelligence	IBM	4.1	5-7 Yrs	Bengaluru	As a Data Scientist at IBM, you will help transform our clients data into tangible busi...	Open source,Analytics,Python,data models,Artificial Intelligence,Data Scientist,Cloud,Data analytics
164	Data Scientist: Artificial Intelligence	IBM	4.1	5-7 Yrs	Bengaluru	As a Data Scientist at IBM, you will help transform our clients data into tangible busi...	Open source,cloud technologies,Analytics,Python,data models,algorithms,Artificial Intelligence,Cloud
165	Data Scientist: Artificial Intelligence	IBM	4.1	5-7 Yrs	Bengaluru	In this role, you ll work in our IBM Client Innovation Center (CIC), where we deliver d...	Data Science,Data Strategy,Open source,Python,Data analysis,data exploration,Analysis,Data
